mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.306839179992676,0.06498845325840925,0.1307300090789795,0.01706855861799343,True,,1,2,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9358625269565999,0.9343713496271002,0.9345236824961811,0.9294093202430947,0.9357796298806048,0.9339893018407162,0.002371581812029938,11
6.471015214920044,0.18028693142801405,0.197031831741333,0.01769384098257123,True,,1,2,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9363348290502291,0.9347904405157696,0.9344781932338936,0.9296589079813922,0.9387577068456626,0.9348040155253894,0.0029850809432795966,2
3.1186361789703367,0.09037441896462099,0.10613975524902344,0.018024449300260783,True,,1,5,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9348576916164975,0.9324568694402013,0.9294286043220416,0.9266273779931238,0.9397002197326115,0.9326141526208952,0.004500216455761255,26
5.795273351669311,0.2865640479920326,0.17736320495605468,0.008775343409228318,True,,1,5,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9356260951118698,0.933733797960284,0.9317428003414503,0.9289352578666435,0.9396490114557826,0.933937392547206,0.0036153379918504214,12
2.7767295360565187,0.195027046348582,0.0968517780303955,0.008157345077549642,True,,2,2,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9339233365531494,0.9312053531314584,0.9302287379818492,0.9281627845180965,0.9369930555964754,0.9321026535562058,0.003068230576744603,31
5.517665386199951,0.18905982578552333,0.19661564826965333,0.01841603536570274,True,,2,2,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9354660403001168,0.9326145374696737,0.9320554688201995,0.930003757144256,0.9375907193205602,0.9335461046109612,0.0026714452707812223,18
2.8324723720550535,0.08917610630686551,0.09055767059326172,0.012906097924089989,True,,2,5,100,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9344192256716686,0.9306726794860275,0.9293693559619014,0.9284182647156454,0.9386905047508654,0.9323140061172216,0.003785060182156578,30
5.305678987503052,0.21321015236827423,0.16326603889465333,0.012591688092783724,True,,2,5,200,"{'bootstrap': True, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9348091135771408,0.932732191796208,0.9309666749034055,0.9281553487957077,0.9378084597195695,0.9328943577584063,0.0032867963997602,23
1.8628024101257323,0.13523974847460735,0.05534553527832031,0.004026172507992552,True,10,1,2,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9320182630964148,0.9237282662413513,0.9245588664749753,0.9205648792031824,0.9290399191666827,0.9259820388365213,0.004055543475387698,48
3.577333927154541,0.28046918195387105,0.10963473320007325,0.017506822021333943,True,10,1,2,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9319688426633119,0.924647037020397,0.9245773991373889,0.9222268333054143,0.9294981280218144,0.9265836480296652,0.0035847411685454664,41
1.8857203483581544,0.13062807326657558,0.06575045585632325,0.014654504481978676,True,10,1,5,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9318761793512444,0.9247029158055531,0.9240952691167221,0.9220859754699727,0.9292029438726421,0.926392656723227,0.0035957600552501455,45
3.9695021152496337,0.09547517666623549,0.10810694694519044,0.01142728358349531,True,10,1,5,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9317124741665918,0.9243120451073772,0.9242629054721898,0.9225753301811481,0.9298449413377623,0.9265415392530139,0.0035649590086919624,42
2.167875337600708,0.06005721758954716,0.06537914276123047,0.01366329342054033,True,10,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9310034594303171,0.923723211878875,0.924847807529877,0.9205752611551969,0.9298390488785108,0.9259977577745554,0.003891323183585988,47
3.7163312911987303,0.27845006595370214,0.10747008323669434,0.011769343289238924,True,10,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9316271116003234,0.9245156235960105,0.9245324714709318,0.9212750608396417,0.9301909128738168,0.9264282360761449,0.003872809531988258,44
1.8507127285003662,0.15137483673741517,0.05618510246276855,0.006291564786739825,True,10,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9307667467876719,0.9247756424656303,0.9237594348099559,0.9217559977518864,0.9300786755547401,0.9262272994739771,0.00356734867342855,46
3.8485615730285643,0.26061727177444705,0.11135191917419433,0.01346585019397779,True,10,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9315743215922364,0.9243749438404169,0.9242435304160301,0.9223213932467366,0.9301123467504631,0.9265253071691767,0.0036294037930806543,43
3.049698305130005,0.07307454797282537,0.08957409858703613,0.00904663041997069,True,20,1,2,100,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.934145588103154,0.932086637388804,0.9300039592506065,0.9282081003356738,0.9378078985329741,0.9324504367222424,0.003337392852173406,28
5.951310539245606,0.17844926820645052,0.2078078269958496,0.04763196438990936,True,20,1,2,200,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9351727468775273,0.9331643397879412,0.9325003931170814,0.9297162893107702,0.9390373180668132,0.9339182174320267,0.003098831801347332,14
2.829522943496704,0.1157744240791841,0.09856462478637695,0.01256809210521471,True,20,1,5,100,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9354048263545691,0.9320182630964148,0.9290120406146105,0.9284010082278373,0.9388056882995681,0.9327283653185999,0.003927814459835724,24
5.945257091522217,0.2547943495418223,0.2136260986328125,0.03341762009955498,True,20,1,5,200,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9358733376763411,0.9334500516668165,0.9317208981040523,0.9286122949809996,0.9396269848819137,0.9338567134620247,0.0037307857548807147,15
2.8336368560791017,0.18025748881736325,0.08687763214111328,0.009229921891074288,True,20,2,2,100,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9343286683439662,0.9339458003863779,0.9308501437685327,0.9241539480739656,0.9346627282591402,0.9315882577663965,0.003958130847414003,32
5.9826360702514645,0.040306618404207045,0.1562340259552002,0.021399350271319097,True,20,2,2,200,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9355571592236499,0.9339877796747236,0.9316658617126427,0.9276753939600046,0.9359750631124475,0.9329722515366937,0.003049369674828194,22
3.0966012954711912,0.11790400219216926,0.08653049468994141,0.010206436116629154,True,20,2,5,100,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9351609533650822,0.9326079387186629,0.9303560798364633,0.9267115559824314,0.9372941322048992,0.9324261320215077,0.0036919161040601467,29
5.431811952590943,0.31410409853095844,0.16208834648132325,0.022257814378845473,True,20,2,5,200,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9350180272261659,0.9339307776979064,0.9321356366250337,0.9281226596765264,0.9384125770895012,0.9335239356630268,0.0033881499830517667,19
3.771128797531128,0.2806502873216789,0.09656577110290528,0.00930835181550324,False,,1,2,100,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9329397014556564,0.9337308495821728,0.9317530494653607,0.9273981677818847,0.9365093127512536,0.9324662162072656,0.002978719092534437,27
7.7895238399505615,0.3842775498918063,0.19678196907043458,0.037316615995360854,False,,1,2,200,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.934921994339114,0.9353246585497349,0.9329944570491508,0.9297444889371883,0.9383272767270027,0.9342625751204382,0.0028321680836120096,6
3.6101996898651123,0.06293681866182971,0.08886942863464356,0.004997242731436011,False,,1,5,100,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9345166625482972,0.9330492126426453,0.931216023452242,0.9281518413794865,0.9385459992025538,0.9330959478450451,0.0034554877719968013,21
8.070896863937378,0.21458321032577263,0.2148878574371338,0.04557154865007524,False,,1,5,200,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.935468146284482,0.9346122742384761,0.9320925341450266,0.9299605457764115,0.9390375986601108,0.9342342198209014,0.0030850949841433164,7
4.00240044593811,0.06722112206703146,0.1111642837524414,0.029222969653040623,False,,2,2,100,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9337081049510287,0.9352453331386468,0.9306763298589271,0.9279442023391941,0.9356909623985339,0.9326529865372661,0.0029374360708084093,25
8.27535696029663,0.3128013348572708,0.18024277687072754,0.01772912427937354,False,,2,2,200,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9350805047623325,0.9346559383143139,0.9319014511636265,0.928740526118045,0.9376841568886918,0.933612515449402,0.003049131317045999,17
4.216269302368164,0.18723494390903933,0.09668540954589844,0.012267087895635805,False,,2,5,100,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9361732298499416,0.9344008334082128,0.9344947603108995,0.9280640156773088,0.9378293639202475,0.934192440633322,0.0033118923319824345,9
8.285397577285767,0.18145258852499788,0.20215840339660646,0.01623595872332815,False,,2,5,200,"{'bootstrap': False, 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9352357860095245,0.9328394565998742,0.9340738442357803,0.9297308801622501,0.9392866252118128,0.9342333184438484,0.0031234943206004152,8
2.651175928115845,0.17436437779005334,0.06778230667114257,0.0025190388965863194,False,10,1,2,100,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9330636737352863,0.9265073232096324,0.926880503639141,0.9233287231854522,0.9302683566239801,0.9280097160786985,0.003349266923989992,36
5.216128492355347,0.05446170679359436,0.10764498710632324,0.008004209118892408,False,10,1,2,200,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9326705566537874,0.9263040255189146,0.9265370877886603,0.9235849048662453,0.9309086705293141,0.9280010490713844,0.003310104675694365,37
2.5640186309814452,0.12291021778187512,0.05709981918334961,0.007363068182384804,False,10,1,5,100,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9336718820199478,0.9260327747326802,0.9266738363734388,0.9234648109348329,0.9308909931515594,0.9281468594424919,0.0036501198239217284,33
5.097768688201905,0.1890986794225062,0.11897907257080079,0.007962215657225729,False,10,1,5,200,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9331554946536076,0.9259794231287627,0.9266878762692066,0.9233660420940453,0.9309044616298486,0.9280186595550942,0.003529624542052841,35
2.416371202468872,0.05062191120862647,0.06142582893371582,0.014455423274187877,False,10,2,2,100,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9329109196693324,0.9267014949681014,0.9270343808967562,0.9233461199699091,0.9302871563749253,0.9280560143758049,0.0032744362304191294,34
5.1522266387939455,0.12092602548235822,0.12714896202087403,0.01131558663328473,False,10,2,2,200,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9325489711564381,0.925733724952826,0.9270911020756583,0.9234956761975792,0.9306780228386108,0.9279094994442225,0.003288617463209031,38
2.5546375274658204,0.11152302941594446,0.05497579574584961,0.003925732716627256,False,10,2,5,100,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9332470347740139,0.924726502830443,0.9258606456105669,0.9232540853682661,0.9301280599751338,0.9274432657116847,0.00369666266929885,40
4.9794580936431885,0.19970734937684342,0.096246337890625,0.004953711143732906,False,10,2,5,200,"{'bootstrap': False, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9325711541917514,0.9257547847964777,0.925757311977716,0.9233834388785023,0.9310596297234726,0.9277052639135841,0.003498734495508118,39
3.856261873245239,0.14845713290899668,0.09565606117248535,0.010171996960490714,False,20,1,2,100,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9352916647946807,0.935337715652799,0.9346931440380988,0.9288231608442155,0.935466628057029,0.9339224626773646,0.002563549534829946,13
7.434502363204956,0.1594258486539599,0.17772269248962402,0.014562546519758602,False,20,1,2,200,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9358910279450086,0.935644346976368,0.9346103086530686,0.9319367643720589,0.9376643750612044,0.9351493646015416,0.001883174512821433,1
3.5279733180999755,0.10019734682373069,0.08411116600036621,0.004689150255159253,False,20,1,5,100,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9358775496450715,0.9350220987959384,0.9320884625752539,0.9312090456544937,0.9386630066076914,0.9345720326556897,0.002687779899127483,4
7.034839153289795,0.17207412232751315,0.15595564842224122,0.01785955284781647,False,20,1,5,200,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9359735825321234,0.9346272969269476,0.9327206790816784,0.9313601451453011,0.9386428038902577,0.9346649015152615,0.002539259063191414,3
3.526101016998291,0.12034518682183078,0.08602800369262695,0.007935644915202255,False,20,2,2,100,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9356682147991734,0.9319292501572468,0.9330294163896128,0.9285420063599277,0.9372786995735263,0.9332895174558974,0.00303409348284902,20
6.899671363830566,0.29186488500432073,0.15827760696411133,0.024132083064021592,False,20,2,2,200,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9365028866025699,0.9331473515140624,0.9329165356276394,0.9290208388224397,0.9391014336353359,0.9341378092404093,0.0034318234239604927,10
3.409131574630737,0.1572433271320649,0.08701844215393066,0.00547488703649018,False,20,2,5,100,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9360109286548658,0.9330167804834216,0.9324930923712822,0.9288858734462497,0.9380625369506299,0.9336938423812899,0.003145509806685221,16
5.587431478500366,0.14536155816423124,0.1105114459991455,0.005853688888852796,False,20,2,5,200,"{'bootstrap': False, 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9363563100907539,0.9337451702758558,0.9328651496091294,0.9302150438974184,0.938567745183125,0.9343498838112565,0.0028803859530031825,5
